Column1,id,symbol,title,body,cluster,distance,sentiment
211,8ed6b656170901c4c983cf6179daa2777a4b2ecd,AMZN,Steinberg Asset Management Stake in Thermo Fisher Scientific (TMO) Decreased by $698625; Baldwin Brothers Increases Holding in Pepsico (PEP) | The Cardinal Weekly,Steinberg Asset Management Stake in Thermo Fisher Scientific (TMO) Decreased by $698625; Baldwin Brothers Increases Holding in Pepsico (PEP) September 14 2018 - By Robert Shackelford Baldwin Brothers Inc increased its stake in Pepsico Inc (PEP) by 7.4% based on its latest 2018Q2 regulatory filing with the SEC. Baldwin Brothers Inc bought 8533 shares as the companyӳ stock rose 8.15% with the market. The institutional investor held 123830 shares of the consumer non-durables company at the end of 2018Q2 valued,"fisher, fisher, thermo, thermo, thermo, scientific, tmo, nyse, inc., ge",1.732008252,
212,62a5283cf47d20f0a1aec88e38c41ee19f82ed45,AMZN,As Imperva (IMPV) Market Valuation Declined Rgm Capital Has Increased Holding; Wcm Investment Management Has Lowered Addus Homecare (ADUS) Stake by $14.89 Million | The EN Bulletin,As Imperva (IMPV) Market Valuation Declined Rgm Capital Has Increased Holding; Wcm Investment Management Has Lowered Addus Homecare (ADUS) Stake by $14.89 Million September 14 2018 - By Jacqueline McKee Rgm Capital Llc increased its stake in Imperva Inc (IMPV) by 0.8% based on its latest 2018Q2 regulatory filing with the SEC. Rgm Capital Llc bought 14045 shares as the companyӳ stock declined 9.74% while stock markets rallied. The hedge fund held 1.78M shares of the technology company at the end of 2018Q2 va,"corporation, technologies, progress, 1q, pacific, lockheed, partners, games, martin, lockheed",0.576137843,
213,06657f7c253ebe33e468b1d50332096a000fe07a,MSFT,Mackenzie Financial Cut Its Hanesbrands (HBI) Position by $1.86 Million; Home Depot (HD) Shareholder Centre Asset Management Has Lowered Stake by $544050 | Z Tribune,Mackenzie Financial Cut Its Hanesbrands (HBI) Position by $1.86 Million; Home Depot (HD) Shareholder Centre Asset Management Has Lowered Stake by $544050 September 14 2018 - By Ricky Cave Centre Asset Management Llc decreased its stake in Home Depot Inc (HD) by 6.45% based on its latest 2018Q2 regulatory filing with the SEC. Centre Asset Management Llc sold 2790 shares as the companyӳ stock rose 5.83% with the market. The institutional investor held 40497 shares of the consumer services company at the end o,"depot, home, hd, home, nyse, inc., hd, resorts, dallas, netflix",2.380590997,
214,89e326f976165ae5b753706114922e9ee190deb8,MSFT,Mckesson (MCK) Holder Twin Capital Management Upped Its Position by $913311 as Stock Value Declined; As Pnc Financial Svs Grp (PNC) Share Price Declined Provident Trust Co Has Lifted Its Stake by $4.16 Million | The EN Digest,Mckesson (MCK) Holder Twin Capital Management Upped Its Position by $913311 as Stock Value Declined; As Pnc Financial Svs Grp (PNC) Share Price Declined Provident Trust Co Has Lifted Its Stake by $4.16 Million September 14 2018 - By Rachel Eickhoff Provident Trust Co increased its stake in Pnc Financial Svs Grp (PNC) by 2.38% based on its latest 2018Q2 regulatory filing with the SEC. Provident Trust Co bought 30831 shares as the companyӳ stock declined 2.95% while stock markets rallied. The institutional in,"corporation, technologies, progress, 1q, pacific, lockheed, partners, games, martin, lockheed",0.703015276,
215,3c16e4efeb0b3a0b3bfe711c457d096cc96f2918,MSFT,Brighton Jones Has Lifted Union Pacific (UNP) Holding; Bioanalytical Systems (BASI) Sellers Decreased By 2.27% Their Shorts | The EN Bulletin,Brighton Jones Has Lifted Union Pacific (UNP) Holding; Bioanalytical Systems (BASI) Sellers Decreased By 2.27% Their Shorts September 14 2018 - By Joseph Taylor Bioanalytical Systems Inc (NASDAQ:BASI) had a decrease of 2.27% in short interest. BASIӳ SI was 51600 shares in September as released by FINRA. Its down 2.27% from 52800 shares previously. With 13200 avg volume 4 days are for Bioanalytical Systems Inc (NASDAQ:BASI)ӳ short sellers to cover BASIӳ short positions. The SI to Bioanalytical Systems Incӳ f,"union, unp, union, pacific, nyse, corporation, railroad, spills, pac, railroad",1.037129899,
216,03276b9724a7c6196ef614b0918779c1de4f9246,MSFT,Lee Danner & Bass Has Increased By $457176 Its Mondelez Int'l (MDLZ) Holding; Herzfeld Caribbean Basin Fund (CUBA) Sentiment Is 2.5 | The EN Digest,Lee Danner & Bass Has Increased By $457176 Its Mondelez IntӬ (MDLZ) Holding; Herzfeld Caribbean Basin Fund (CUBA) Sentiment Is 2.5 September 14 2018 - By Jacqueline McKee Lee Danner & Bass Inc increased Mondelez IntӬ Inc (MDLZ) stake by 3.14% reported in 2018Q2 SEC filing. Lee Danner & Bass Inc acquired 10632 shares as Mondelez IntӬ Inc (MDLZ)ӳ stock rose 8.00%. The Lee Danner & Bass Inc holds 349388 shares with $15.16 million value up from 338756 last quarter. Mondelez IntӬ Inc now has $64.46 billion valua,"international, international, international, honeywell, inc., ca, half, intl, invesco, rush",1.914375212,
217,3f80258914e9f52cdb42a607455bdc1f3be933a9,MSFT,Everything You Need to Know About the Dow Jones Industrial Average in Three Minutes,7 W = sixty three The Dow Jones Industrial Average jumped 39 points in pre-market hours ahead of a busy day of economic announcements and statements by central banking leaders. This morning look for key updates on trade figures U.S. manufacturing output and consumer sentiment about the U.S. economy. The Dow closed yesterday above 26000 for the first time ever in the month of September. Traders are energized by reports that the United States is working to jump-start trade negotiations with China. Market opti,"'s, amazon, n't, kroger, costco, fool, motley, motley, wholesale, years",1.216238056,
218,e546c8a57916b433e66f09e6071765aa1c2ab3f0,NFLX,Adobe Sys (ADBE) Holding Held by R-G Niederhoffer Capital Management Inc; Netflix (NFLX) Shareholder Kentucky Retirement Systems Insurance Trust Fund Cut Its Stake | The EN Digest,Adobe Sys (ADBE) Holding Held by R-G Niederhoffer Capital Management Inc; Netflix (NFLX) Shareholder Kentucky Retirement Systems Insurance Trust Fund Cut Its Stake September 14 2018 - By Catherine Smith Kentucky Retirement Systems Insurance Trust Fund decreased its stake in Netflix Inc (NFLX) by 17.59% based on its latest 2018Q2 regulatory filing with the SEC. Kentucky Retirement Systems Insurance Trust Fund sold 1747 shares as the companyӳ stock declined 2.63% while stock markets rallied. The institutional,"adobe, adbe, nasdaq, incorporated, ֠adobe, incorporated, adbe, adobe, netflix, nasdaq",1.079313314,
1769,69c9eb922ba3a2c5bb4ef5aff3c190d23daed37f,AAPL,Apple (AAPL) Price Target Raised to $300.00 at Monness Crespi & Hardt - Fairfield Current,Apple (AAPL) Price Target Raised to $300.00 at Monness Crespi & Hardt Posted by Mary Kom on Sep 14th 2018 Tweet Apple (NASDAQ:AAPL) had its price objective raised by stock analysts at Monness Crespi & Hardt from $275.00 to $300.00 in a research note issued to investors on Friday The Fly reports. The brokerage presently has a ԢuyԠrating on the iPhone makerӳ stock. Monness Crespi & Hardtӳ price target would suggest a potential upside of 32.77% from the stockӳ previous close. Other equities research analysts a,"apple, shares, makerӳ, iphone, iphone, makerӳ, shares, shares, iphone, ratio",0.957969882,
220,45308d272f02cd73b2c4591a1124d84315cafdcf,NFLX,Darsana Capital Partners LP Decreased Netflix (NFLX) Holding by $136.85 Million; Wells Fargo & Company Has Upped Its Stake in Tcf Finl (TCB) by $17.97 Million as Shares Were Volatile | The EN Bulletin,Darsana Capital Partners LP Decreased Netflix (NFLX) Holding by $136.85 Million; Wells Fargo & Company Has Upped Its Stake in Tcf Finl (TCB) by $17.97 Million as Shares Were Volatile September 14 2018 - By Rachel Eickhoff Wells Fargo & Company increased its stake in Tcf Finl Corp (TCB) by 89.26% based on its latest 2018Q2 regulatory filing with the SEC. Wells Fargo & Company bought 748600 shares as the companyӳ stock 0.00% . The institutional investor held 1.59M shares of the major banks company at the end ,"netflix, nflx, netflix, inc., netflix, nasdaq, ֠netflix, ԏetflix, investment, nflx",0.50192393,
221,d3ffa9d46e9d493522f91ea7d68b096dc54fa7ca,AMZN,Montag A & Associates Has Trimmed Position in Jones Lang Lasalle Com (JLL) by $439070; Urban Outfitters (URBN) Shareholder Sib Has Raised Stake | The EN Bulletin,Montag A & Associates Has Trimmed Position in Jones Lang Lasalle Com (JLL) by $439070; Urban Outfitters (URBN) Shareholder Sib Has Raised Stake September 14 2018 - By Estela Ashley Sib Llc increased its stake in Urban Outfitters Inc (URBN) by 24.84% based on its latest 2018Q2 regulatory filing with the SEC. Sib Llc bought 40000 shares as the companyӳ stock declined 5.63% while stock markets rallied. The institutional investor held 201038 shares of the consumer services company at the end of 2018Q2 valued at,"inc., hold, capital, management, hold, met, lp, capital, suntrust, aetna",1.928065702,
1770,ed119844d3083c24270b99c6ecf9aa34fba5abf1,AAPL,Apple (AAPL) PT Set at $270.00 by Independent Research - XNewsPress,Apple (AAPL) PT Set at $270.00 by Independent Research Posted by William Tyler on Sep 14th 2018 Apple (NASDAQ:AAPL) has been assigned a $270.00 price target by investment analysts at Independent Research in a note issued to investors on Friday. The firm presently has a ԢuyԠrating on the iPhone makerӳ stock. Independent Researchӳ target price would suggest a potential upside of 19.49% from the companyӳ previous close. Other equities research analysts also recently issued reports about the stock. UBS Group st,"apple, shares, makerӳ, iphone, iphone, makerӳ, shares, shares, iphone, ratio",1.410075783,
1221,10082b0465cfbd90b7991546fbb2d7d253817076,AAPL,Apple (AAPL) Receives Neutral Rating from Goldman Sachs Group - Fairfield Current,Apple (AAPL) Receives Neutral Rating from Goldman Sachs Group Posted by Lisa Matthews on Sep 14th 2018 Tweet Goldman Sachs Group restated their neutral rating on shares of Apple (NASDAQ:AAPL) in a report published on Thursday morning. They currently have a $240.00 price target on the iPhone makerӳ stock. A number of other equities analysts have also recently weighed in on AAPL. Nomura set a $210.00 price target on Apple and gave the stock a neutral rating in a report on Thursday. Atlantic Securities reissue,"apple, shares, makerӳ, iphone, iphone, makerӳ, shares, shares, iphone, ratio",2.114368039,
1863,d673d1a33da616a2507fd5f8a01f5c8e7bf7aa5e,AAPL,Apple (AAPL) Share Price Rose While Gabalex Capital Management Cut Holding by $2.78 Million; As Royal Caribbean Cruises (RCL) Market Value Rose Janney Capital Management Upped Its Position by $2.92 Million | K Reviewer,Apple (AAPL) Share Price Rose While Gabalex Capital Management Cut Holding by $2.78 Million; As Royal Caribbean Cruises (RCL) Market Value Rose Janney Capital Management Upped Its Position by $2.92 Million September 14 2018 - By Mike Johnson Janney Capital Management Llc increased its stake in Royal Caribbean Cruises (RCL) by 27.23% based on its latest 2018Q2 regulatory filing with the SEC. Janney Capital Management Llc bought 28315 shares as the companyӳ stock rose 14.56% with the market. The institutional,"apple, aapl, apple, inc., apple, nasdaq, ֠apple, investment, aapl, investment",1.544985427,
1156,86d5fe96f4e385c2497becc4673fbe40e37c235d,AAPL,Apple (AAPL) Shareholder Dt Investment Partners Has Trimmed Its Stake by $787520; Cf Industries Holdings (CF) Holder Putnam Investments Has Lowered Its Position by $81.16 Million as Valuation Rose | K Reviewer,Apple (AAPL) Shareholder Dt Investment Partners Has Trimmed Its Stake by $787520; Cf Industries Holdings (CF) Holder Putnam Investments Has Lowered Its Position by $81.16 Million as Valuation Rose September 14 2018 - By Glen Chin Putnam Investments Llc decreased its stake in Cf Industries Holdings Inc (CF) by 54.99% based on its latest 2018Q2 regulatory filing with the SEC. Putnam Investments Llc sold 1.84M shares as the companyӳ stock rose 18.66% with the market. The institutional investor held 1.51 millio,"apple, aapl, apple, inc., apple, nasdaq, ֠apple, investment, aapl, investment",0.304299068,
226,0e597b9a5ff4d2851bbb578e60c65faca290921d,FB,Facebook (FB) Stock Declined While Brighton Jones Has Lowered Its Holding; J P Morgan Chase & Co. (JPM) Market Valuation Rose While Main Street Research Has Increased Its Holding | The D Minute,Facebook (FB) Stock Declined While Brighton Jones Has Lowered Its Holding; J P Morgan Chase & Co. (JPM) Market Valuation Rose While Main Street Research Has Increased Its Holding September 14 2018 - By Ash Reddy Brighton Jones Llc decreased its stake in Facebook Inc (FB) by 55.64% based on its latest 2018Q2 regulatory filing with the SEC. Brighton Jones Llc sold 19494 shares as the companyӳ stock declined 15.80% while stock markets rallied. The institutional investor held 15540 shares of the technology comp,"jpm, jpmorgan, co., chase, chase, chase, jpmorgan, jpmorgan, nyse, co.",1.39028283,
227,0b77804894c1047906d2fdb032c739c05b0b33c8,FB,Facebook (FB) Holder Private Trust Co Has Lowered Its Position as Shares Declined; Twitter (TWTR) Holder Monetta Financial Services Raised Stake by $1.94 Million as Stock Declined | The Flecha 123,Facebook (FB) Holder Private Trust Co Has Lowered Its Position as Shares Declined; Twitter (TWTR) Holder Monetta Financial Services Raised Stake by $1.94 Million as Stock Declined September 14 2018 - By Alice Reed Private Trust Co decreased its stake in Facebook Inc. (FB) by 7.7% based on its latest 2018Q2 regulatory filing with the SEC. Private Trust Co sold 1798 shares as the companyӳ stock declined 15.80% while stock markets rallied. The institutional investor held 21555 shares of the technology company ,"facebook, fb, inc., facebook, facebook, nasdaq, investment, investment, fb, ֠facebook",1.18530867,
228,ce2f9eda365679a8532e58785a41a7be8cb11305,FB,Pnc Bank (PNC) Shareholder Eastern Bank Increased Its Position by $388935 as Valuation Declined; Plancorp Lowered Its Johnson & Johnson (JNJ) Holding as Share Price Rose | K Reviewer,Pnc Bank (PNC) Shareholder Eastern Bank Increased Its Position by $388935 as Valuation Declined; Plancorp Lowered Its Johnson & Johnson (JNJ) Holding as Share Price Rose September 14 2018 - By Theresa McIntyre Plancorp Llc decreased its stake in Johnson & Johnson (JNJ) by 24.07% based on its latest 2018Q2 regulatory filing with the SEC. Plancorp Llc sold 4981 shares as the companyӳ stock rose 13.64% with the market. The institutional investor held 15717 shares of the major pharmaceuticals company at the end,"johnson, jnj, johnson, johnson, johnson, johnson, nyse, jnj, johnson, j",2.028796304,
229,a045dd21db83cba5d8292f0cc368f0f36664eb5d,FB,As Tower Semiconductor LTD (Call) (TSEM) Share Price Declined Shareholder Citigroup Has Decreased Holding by $330000; Markel Stake in Facebook (FB) Upped as Share Value Declined | The Flecha 123,As Tower Semiconductor LTD (Call) (TSEM) Share Price Declined Shareholder Citigroup Has Decreased Holding by $330000; Markel Stake in Facebook (FB) Upped as Share Value Declined September 14 2018 - By Joshua Cleveland Citigroup Inc decreased its stake in Tower Semiconductor Ltd (Call) (TSEM) by 41.9% based on its latest 2018Q2 regulatory filing with the SEC. Citigroup Inc sold 15000 shares as the companyӳ stock declined 14.22% while stock markets rallied. The institutional investor held 20800 shares of the ,"facebook, fb, inc., facebook, facebook, nasdaq, investment, investment, fb, ֠facebook",1.595525003,
230,bcc458f27cc3b29deed47a66191d2f881fb9ffc2,FB,Aac (Usa) (AAC) Stake Held by Mondrian Investment Partners Ltd; Evanson Asset Management Has Lowered Holding in Facebook (FB) by $2.88 Million | Z Tribune,Aac (Usa) (AAC) Stake Held by Mondrian Investment Partners Ltd; Evanson Asset Management Has Lowered Holding in Facebook (FB) by $2.88 Million September 14 2018 - By Mary Bollinger Mondrian Investment Partners Ltd increased its stake in Aac (Usa) (AAC) by 18.06% based on its latest 2018Q2 regulatory filing with the SEC. Mondrian Investment Partners Ltd bought 65942 shares as the companyӳ stock declined 25.10% while stock markets rallied. The institutional investor held 431137 shares of the health care compa,"facebook, fb, inc., facebook, facebook, nasdaq, investment, investment, fb, ֠facebook",0.78873213,
231,98d01bd08a8d344a69f5e3d691c1925d39700906,FB,As Nvidia (NVDA) Market Valuation Rose Cypress Capital Management Wy Has Lifted by $304440 Its Stake; As Cdw (CDW) Valuation Rose Shareholder Westwood Management Upped Its Position | The Flecha 123,As Nvidia (NVDA) Market Valuation Rose Cypress Capital Management Wy Has Lifted by $304440 Its Stake; As Cdw (CDW) Valuation Rose Shareholder Westwood Management Upped Its Position September 14 2018 - By Rene Emery Cypress Capital Management Llc Wy increased its stake in Nvidia Corp (NVDA) by 8.87% based on its latest 2018Q2 regulatory filing with the SEC. Cypress Capital Management Llc Wy bought 1290 shares as the companyӳ stock rose 2.21% with the market. The institutional investor held 15830 shares of th,"nvidia, nvda, nasdaq, corporation, t, lazard, j., arthur, self-driving, nvidia",0.668469723,
22,0eb8d17ed37755bbc9e76071006216bb1042c816,AAPL,Apple (AAPL) Shareholder Meritage Portfolio Management Boosted Its Holding by $1.82 Million; As Procter And Gamble Co (PG) Share Price Rose Saybrook Capital Has Decreased Position | The EN Digest,Apple (AAPL) Shareholder Meritage Portfolio Management Boosted Its Holding by $1.82 Million; As Procter And Gamble Co (PG) Share Price Rose Saybrook Capital Has Decreased Position September 14 2018 - By Eric Painter Saybrook Capital decreased its stake in Procter And Gamble Co (PG) by 59.16% based on its latest 2018Q2 regulatory filing with the SEC. Saybrook Capital sold 26661 shares as the companyӳ stock rose 8.68% with the market. The institutional investor held 18403 shares of the package goods and cosme,"gamble, procter, procter, pg, nyse, company, g, pg, nyse, entertainment",1.295782644,
703,efaf4e00f496a0dbf7ca0d09582a3673c4dc2ae0,AAPL,Apple (AAPL) Shareholder Peavine Capital Management Increased Holding by $1.05 Million as Stock Value Rose; Marathon Oil (MRO) Shares Declined While Sir Capital Management LP Has Decreased by $2.62 Million Its Stake | The Cardinal Weekly,Apple (AAPL) Shareholder Peavine Capital Management Increased Holding by $1.05 Million as Stock Value Rose; Marathon Oil (MRO) Shares Declined While Sir Capital Management LP Has Decreased by $2.62 Million Its Stake September 14 2018 - By Carolyn Hewitt Peavine Capital Management Llc increased its stake in Apple Inc (AAPL) by 428.68% based on its latest 2018Q2 regulatory filing with the SEC. Peavine Capital Management Llc bought 5650 shares as the companyӳ stock rose 15.93% with the market. The institutiona,"apple, aapl, apple, inc., apple, nasdaq, ֠apple, investment, aapl, investment",1.54132805,
234,2a9beb06cac182664281b67750cdccd82c196c58,AMZN,As Amazon.Com (AMZN) Stock Rose Holder Plante Moran Financial Advisors Cut Stake by $693600; Rk Capital Management Has Decreased Its Graham (GHM) Holding by $1.30 Million as Share Price Rose | The Cardinal Weekly,As Amazon.Com (AMZN) Stock Rose Holder Plante Moran Financial Advisors Cut Stake by $693600; Rk Capital Management Has Decreased Its Graham (GHM) Holding by $1.30 Million as Share Price Rose September 14 2018 - By Kristin Houston Plante Moran Financial Advisors Llc decreased its stake in Amazon.Com Inc (AMZN) by 39.69% based on its latest 2018Q2 regulatory filing with the SEC. Plante Moran Financial Advisors Llc sold 408 shares as the companyӳ stock rose 16.73% with the market. The institutional investor he,"amazon.com, amzn, amazon.com, amazon.com, inc., nasdaq, amazon, investment, investment, amzn",0.774068139,
235,37defde60f03fdb0814b3696ec47ed35864c3f5a,AMZN,Proffitt & Goodson Lowered Its Position in Johnson & Johnson (JNJ) by $644446 as Market Valuation Rose; Martingale Asset Management LP Has Upped Its Holding in Amazon.Com (AMZN) as Valuation Rose | The Flecha 123,Proffitt & Goodson Lowered Its Position in Johnson & Johnson (JNJ) by $644446 as Market Valuation Rose; Martingale Asset Management LP Has Upped Its Holding in Amazon.Com (AMZN) as Valuation Rose September 14 2018 - By Lena Young Proffitt & Goodson Inc decreased its stake in Johnson & Johnson (JNJ) by 52.5% based on its latest 2018Q2 regulatory filing with the SEC. Proffitt & Goodson Inc sold 5326 shares as the companyӳ stock rose 13.64% with the market. The institutional investor held 4818 shares of the ma,"johnson, jnj, johnson, johnson, johnson, johnson, nyse, jnj, johnson, j",1.813206682,
236,8f8eb1157871b4ea3149e82d572be38f81cd187e,MSFT,Flippin Bruce & Porter Holding in Microsoft (MSFT) Has Decreased as Market Value Rose; R-M Sincerbeaux Capital Management Raised Its Williams Cos Del (WMB) Stake by $789750 as Share Value Rose | Z Tribune,Flippin Bruce & Porter Holding in Microsoft (MSFT) Has Decreased as Market Value Rose; R-M Sincerbeaux Capital Management Raised Its Williams Cos Del (WMB) Stake by $789750 as Share Value Rose September 14 2018 - By Joseph Taylor Flippin Bruce & Porter Inc decreased its stake in Microsoft Corp (MSFT) by 28.83% based on its latest 2018Q2 regulatory filing with the SEC. Flippin Bruce & Porter Inc sold 32855 shares as the companyӳ stock rose 10.77% with the market. The institutional investor held 81117 shares ,"microsoft, microsoft, msft, corporation, microsoft, corporation, nasdaq, investment, portfolio, portfolio",1.53817587,
237,8a95624fc5e95c98f20dd28505fa0b47c5957b38,MSFT,Microsoft (MSFT) Stock Rose While Palouse Capital Management Cut by $317716 Its Position; Tiger Management Has Cut Its Stake in Papa Johns Intl (Call) (PZZA) as Valuation Declined | The EN Digest,Microsoft (MSFT) Stock Rose While Palouse Capital Management Cut by $317716 Its Position; Tiger Management Has Cut Its Stake in Papa Johns Intl (Call) (PZZA) as Valuation Declined September 14 2018 - By Mary Bollinger Tiger Management Llc decreased its stake in Papa Johns Intl Inc (Call) (PZZA) by 38.27% based on its latest 2018Q2 regulatory filing with the SEC. Tiger Management Llc sold 18600 shares as the companyӳ stock declined 10.03% while stock markets rallied. The hedge fund held 30000 shares of the c,"microsoft, microsoft, msft, corporation, microsoft, corporation, nasdaq, investment, investment, msft",1.137231538,
238,c1abc9d16f6c19300af5e0fbba451dac86670a56,NFLX,As Pfizer (PFE) Market Value Rose Brighton Jones Boosted Its Stake; As Oneok (OKE) Stock Declined Holder Westwood Holdings Group Trimmed by $5.73 Million Its Position | The D Minute,As Pfizer (PFE) Market Value Rose Brighton Jones Boosted Its Stake; As Oneok (OKE) Stock Declined Holder Westwood Holdings Group Trimmed by $5.73 Million Its Position September 14 2018 - By Ash Reddy Westwood Holdings Group Inc decreased its stake in Oneok Inc (OKE) by 43.32% based on its latest 2018Q2 regulatory filing with the SEC. Westwood Holdings Group Inc sold 83013 shares as the companyӳ stock declined 5.46% while stock markets rallied. The institutional investor held 108631 shares of the public util,"pfizer, pfe, nyse, inc., facebook, fb, facebook, inc., facebook, nasdaq",1.288791152,
239,8a01469ce353b8b4f30e08470addad133d168932,MSFT,Fagan Associates Cut Micron Technology (MU) Position By $1.00 Million; Clark Capital Management Group Upped Its Microsoft (MSFT) Holding | The EN Digest,Fagan Associates Cut Micron Technology (MU) Position By $1.00 Million; Clark Capital Management Group Upped Its Microsoft (MSFT) Holding September 14 2018 - By Margaret Staats Fagan Associates Inc decreased Micron Technology Inc (MU) stake by 41.57% reported in 2018Q2 SEC filing. Fagan Associates Inc sold 19260 shares as Micron Technology Inc (MU)ӳ stock declined 30.49%. The Fagan Associates Inc holds 27075 shares with $1.42 million value down from 46335 last quarter. Micron Technology Inc now has $50.69B v,"technologies, technologies, mu, micron, micron, nasdaq, technologies, mu, nasdaq, common",2.061990271,
240,a368433c5b67be0bd5690ee73593c69331db8540,MSFT,Stack Financial Management Lowered Microsoft Corp. (MSFT) Holding By $372890; BETER BED HOLDING NV UDEN ORDINARY SHARE (BBEDF) Shorts Lowered By 22.68% | K Reviewer,Stack Financial Management Lowered Microsoft Corp. (MSFT) Holding By $372890; BETER BED HOLDING NV UDEN ORDINARY SHARE (BBEDF) Shorts Lowered By 22.68% September 14 2018 - By Joseph Taylor BETER BED HOLDING NV UDEN ORDINARY SHARE (OTCMKTS:BBEDF) had a decrease of 22.68% in short interest. BBEDFӳ SI was 61700 shares in September as released by FINRA. Its down 22.68% from 79800 shares previously. It closed at $7.95 lastly. It is down 0.00% since September 14 2017 and is . It has underperformed by 15.62% the S,"microsoft, msft, microsoft, corporation, microsoft, corporation, nasdaq, microsoft, investment, investment",0.501577393,
241,95926fe3c9f3405b7f406c1d0396bf1c22cc29c9,MSFT,Citizens & Northern Has Boosted Its Holding in Microsoft (MSFT) by $2.17 Million as Market Value Rose; Meeder Asset Management Decreased Holding in Carmax (KMX) as Stock Price Rose | Z Tribune,Citizens & Northern Has Boosted Its Holding in Microsoft (MSFT) by $2.17 Million as Market Value Rose; Meeder Asset Management Decreased Holding in Carmax (KMX) as Stock Price Rose September 14 2018 - By Jacqueline McKee Citizens & Northern Corp increased its stake in Microsoft Corp (MSFT) by 143.85% based on its latest 2018Q2 regulatory filing with the SEC. Citizens & Northern Corp bought 22185 shares as the companyӳ stock rose 10.77% with the market. The institutional investor held 37607 shares of the pre,"microsoft, microsoft, msft, corporation, microsoft, corporation, nasdaq, investment, investment, msft",0.994655052,
242,684196cf7a15ce7c17463fbd7b3b68bcf1f1b34b,MSFT,Findlay Park Partners Llp Trimmed Its American Tower New (AMT) Position; Cs Mckee LP Has Lowered By $4.79 Million Its Microsoft (MSFT) Stake | The D Minute,Findlay Park Partners Llp Trimmed Its American Tower New (AMT) Position; Cs Mckee LP Has Lowered By $4.79 Million Its Microsoft (MSFT) Stake September 14 2018 - By Eric Painter Cs Mckee Lp decreased Microsoft (MSFT) stake by 9% reported in 2018Q2 SEC filing. Cs Mckee Lp sold 48920 shares as Microsoft (MSFT)ӳ stock rose 10.77%. The Cs Mckee Lp holds 494425 shares with $48.76M value down from 543345 last quarter. Microsoft now has $868.81 billion valuation. The stock increased 0.35% or $0.39 during the last t,"microsoft, msft, microsoft, corporation, microsoft, corporation, nasdaq, microsoft, investment, investment",0.295001172,
243,644ecc4a7b6bca19cc1adf2698922904ad95f363,AMZN,Adell Harriman & Carpenter Increased Raytheon Co New (RTN) Stake; Guaranty Federal Bancshares (GFED) Sentiment Is 0.88 | K Reviewer,Adell Harriman & Carpenter Increased Raytheon Co New (RTN) Stake; Guaranty Federal Bancshares (GFED) Sentiment Is 0.88 September 14 2018 - By Joseph Taylor Adell Harriman & Carpenter Inc increased Raytheon Co New (RTN) stake by 7.74% reported in 2018Q2 SEC filing. Adell Harriman & Carpenter Inc acquired 1330 shares as Raytheon Co New (RTN)ӳ stock declined 3.47%. The Adell Harriman & Carpenter Inc holds 18508 shares with $3.58B value up from 17178 last quarter. Raytheon Co New now has $57.48 billion valuatio,"company, raytheon, rtn, 3m, nyse, mmm, inc., southern, gilead, gilead",2.036595659,
286,e919abf47535d5ac7798f70de4438018c88ccd6a,AAPL,Apple (AAPL) Shareholder Private Wealth Advisors Has Upped Position; Moon Capital Management Position in General Electric Co (GE) Decreased by $7.61 Million as Share Value Declined | The EN Bulletin,Apple (AAPL) Shareholder Private Wealth Advisors Has Upped Position; Moon Capital Management Position in General Electric Co (GE) Decreased by $7.61 Million as Share Value Declined September 14 2018 - By Joe Cepeda Moon Capital Management Llc decreased its stake in General Electric Co (GE) by 2.72% based on its latest 2018Q2 regulatory filing with the SEC. Moon Capital Management Llc sold 559 shares as the companyӳ stock declined 9.22% while stock markets rallied. The institutional investor held 19982 share,"electric, ge, general, general, nyse, gis, company, nyse, investment, ֠general",1.029113966,
707,7c08480fdf73180b31d3a2d1537a2ab42ce97f2f,AAPL,Apple (AAPL) Shareholder Sequoia Financial Advisors Trimmed Holding by $19.37 Million as Stock Value Rose; Post Hldgs (POST) Holder 12 West Capital Management LP Has Raised Stake | Z Tribune,Apple (AAPL) Shareholder Sequoia Financial Advisors Trimmed Holding by $19.37 Million as Stock Value Rose; Post Hldgs (POST) Holder 12 West Capital Management LP Has Raised Stake September 14 2018 - By Theresa McIntyre 12 West Capital Management Lp increased its stake in Post Hldgs Inc (POST) by 4.59% based on its latest 2018Q2 regulatory filing with the SEC. 12 West Capital Management Lp bought 35000 shares as the companyӳ stock rose 18.45% with the market. The hedge fund held 796851 shares of the consumer,"apple, aapl, apple, inc., apple, nasdaq, ֠apple, investment, aapl, investment",0.707288135,
306,62ddf7e954ecc74a08a9d43620ad5350f4921902,AAPL,Apple (AAPL) Shareholder Skylands Capital Trimmed Position by $2.81 Million as Stock Rose; Marshwinds Advisory Co Boosted Holding in Campbell Soup Company (CPB) as Shares Rose | The Flecha 123,Apple (AAPL) Shareholder Skylands Capital Trimmed Position by $2.81 Million as Stock Rose; Marshwinds Advisory Co Boosted Holding in Campbell Soup Company (CPB) as Shares Rose September 14 2018 - By Gregory Tomko Skylands Capital Llc decreased its stake in Apple Inc (AAPL) by 4.48% based on its latest 2018Q2 regulatory filing with the SEC. Skylands Capital Llc sold 15200 shares as the companyӳ stock rose 15.93% with the market. The hedge fund held 323875 shares of the computer manufacturing company at the e,"apple, aapl, apple, inc., apple, nasdaq, investment, aapl, investment, nasdaq",0.313533511,
